Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
3;qua 18/01/06;desconhecido;;Santo André;;São Paulo;;;;1:0;;;Juvenal Juvêncio (2006-2014)
1;qua 25/01/06;desconhecido;;São Paulo;;Juventus-SP;?;Muricy Ramalho;;0:1;;;Juvenal Juvêncio (2006-2014)
2;qua 15/02/06;desconhecido;;Bragantino;;São Paulo;?;Muricy Ramalho;6.375;3:3;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 1;ter 28/02/06;20:00;;Caracas FC;;São Paulo;4-4-2 duplo 6;Muricy Ramalho;2.450;1:2;;;Juvenal Juvêncio (2006-2014)
Grupo 1;ter 07/03/06;20:00;;São Paulo;;Cienciano;?;Muricy Ramalho;29.419;4:1;;;Juvenal Juvêncio (2006-2014)
Grupo 1;seg 20/03/06;20:00;;Chivas;;São Paulo;?;Muricy Ramalho;21.512;2:1;;;Juvenal Juvêncio (2006-2014)
Grupo 1;ter 04/04/06;19:00;;São Paulo;;Chivas;?;Muricy Ramalho;44.648;1:2;;;Juvenal Juvêncio (2006-2014)
Grupo 1;ter 11/04/06;19:00;;Cienciano;;São Paulo;?;Muricy Ramalho;15.000;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
1;dom 16/04/06;14:00;;São Paulo (1.);;Flamengo (11.);3-5-2;Muricy Ramalho;12.826;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 1;qua 19/04/06;19:00;;São Paulo;;Caracas FC;3-5-2;Muricy Ramalho;21.854;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
2;dom 23/04/06;16:10;;Fortaleza (18.);;São Paulo (6.);?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;ter 25/04/06;19:00;;Palmeiras;;São Paulo;?;Muricy Ramalho;26.000;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
3;sáb 29/04/06;16:10;;São Paulo (12.);;Santa Cruz (18.);3-5-2;Muricy Ramalho;;4:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;ter 02/05/06;19:00;;São Paulo;;Palmeiras;?;Muricy Ramalho;60.080;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
4;dom 07/05/06;14:00;;Corinthians (14.);;São Paulo (4.);?;Muricy Ramalho;20.857;1:3;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;ter 09/05/06;19:00;;Estudiantes LP;;São Paulo;?;Muricy Ramalho;29.677;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
5;dom 14/05/06;14:00;;Internacional (3.);;São Paulo (4.);4-4-2 duplo 6;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
6;sáb 20/05/06;16:10;;São Paulo (5.);;São Caetano (15.);?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
7;qua 24/05/06;18:30;;São Paulo (5.);;Palmeiras (19.);3-5-2;Muricy Ramalho;;4:1;;;Juvenal Juvêncio (2006-2014)
8;dom 28/05/06;16:10;;Vasco da Gama (16.);;São Paulo (4.);?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
9;ter 30/05/06;19:45;;São Paulo (5.);;Fluminense (1.);?;Muricy Ramalho;10.186;1:0;;;Juvenal Juvêncio (2006-2014)
10;dom 04/06/06;16:10;;Juventude (9.);;São Paulo (1.);?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
11;qua 12/07/06;18:30;;São Paulo (3.);;Grêmio (9.);?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
12;sáb 15/07/06;16:10;;São Paulo (3.);;Figueirense (7.);?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;ter 18/07/06;19:00;;São Paulo;;Estudiantes LP;?;Muricy Ramalho;69.056;5:3 pen.;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
13;dom 23/07/06;14:00;;Ponte Preta (15.);;São Paulo (1.);?;Muricy Ramalho;;1:3;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;ter 25/07/06;19:00;;Chivas;;São Paulo;?;Muricy Ramalho;57.440;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
14;dom 30/07/06;14:00;;São Paulo (1.);;Santos (7.);?;Muricy Ramalho;;0:4;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
semifinais - Jogos de volta;ter 01/08/06;19:00;;São Paulo;;Chivas;?;Muricy Ramalho;76.750;3:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
15;dom 06/08/06;14:00;;Botafogo (15.);;São Paulo (1.);?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
final - jogo de ida;ter 08/08/06;19:00;;São Paulo;;Internacional;?;Muricy Ramalho;71.456;1:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
16;dom 13/08/06;16:10;;São Paulo (1.);;Goiás (11.);?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
final - jogo de volta;ter 15/08/06;19:00;;Internacional;;São Paulo;3-5-2;Muricy Ramalho;55.000;2:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
18;dom 20/08/06;14:00;;Cruzeiro (6.);;São Paulo (1.);3-5-2;Muricy Ramalho;12.557;2:2;;;Juvenal Juvêncio (2006-2014)
19;qui 24/08/06;18:30;;São Paulo (1.);;Paraná (3.);?;Muricy Ramalho;;3:2;;;Juvenal Juvêncio (2006-2014)
20;dom 27/08/06;14:00;;Flamengo (13.);;São Paulo (1.);?;Muricy Ramalho;15.337;1:1;;;Juvenal Juvêncio (2006-2014)
21;qui 31/08/06;18:30;;São Paulo (1.);;Fortaleza (19.);?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
22;dom 03/09/06;16:10;;Santa Cruz (20.);;São Paulo (1.);?;Muricy Ramalho;;1:3;;;Juvenal Juvêncio (2006-2014)
Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Juvenal Juvêncio (2006-2014)
final - jogo de ida;qua 06/09/06;19:00;;Boca Juniors;;São Paulo;4-3-1-2;Muricy Ramalho;35.426;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
23;dom 10/09/06;14:00;;São Paulo (1.);;Corinthians (15.);4-4-2 duplo 6;Muricy Ramalho;32.111;0:0;;;Juvenal Juvêncio (2006-2014)
Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Juvenal Juvêncio (2006-2014)
final - jogo de volta;qua 13/09/06;19:00;;São Paulo;;Boca Juniors;3-4-2-1;Muricy Ramalho;19.861;2:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
24;dom 17/09/06;14:00;;São Paulo (1.);;Internacional (2.);?;Muricy Ramalho;13.438;2:0;;;Juvenal Juvêncio (2006-2014)
25;ter 19/09/06;20:00;;São Caetano (18.);;São Paulo (1.);?;Muricy Ramalho;5.178;0:1;;;Juvenal Juvêncio (2006-2014)
26;dom 24/09/06;14:00;;Palmeiras (15.);;São Paulo (1.);?;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
17;sáb 30/09/06;14:00;;Atlético-PR (16.);;São Paulo (1.);?;Muricy Ramalho;;0:0;;;Juvenal Juvêncio (2006-2014)
27;ter 03/10/06;20:00;;São Paulo (1.);;Vasco da Gama (6.);4-3-3 ofensivo;Muricy Ramalho;8.533;5:1;;;Juvenal Juvêncio (2006-2014)
28;sáb 07/10/06;16:10;;Fluminense (14.);;São Paulo (1.);4-3-3 ofensivo;Muricy Ramalho;;1:2;;;Juvenal Juvêncio (2006-2014)
29;sáb 14/10/06;16:10;;São Paulo (1.);;Juventude (10.);?;Muricy Ramalho;;5:0;;;Juvenal Juvêncio (2006-2014)
30;dom 22/10/06;14:00;;Grêmio (2.);;São Paulo (1.);?;Muricy Ramalho;47.648;1:1;;;Juvenal Juvêncio (2006-2014)
31;sáb 28/10/06;14:00;;Figueirense (8.);;São Paulo (1.);?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
32;qui 02/11/06;19:30;;São Paulo (1.);;Ponte Preta (17.);?;Muricy Ramalho;56.677;1:1;;;Juvenal Juvêncio (2006-2014)
33;sáb 04/11/06;15:00;;Santos (3.);;São Paulo (1.);?;Muricy Ramalho;;0:1;;;Juvenal Juvêncio (2006-2014)
34;qui 09/11/06;20:30;;São Paulo (1.);;Botafogo (8.);?;Muricy Ramalho;;3:0;;;Juvenal Juvêncio (2006-2014)
35;dom 12/11/06;16:00;;Goiás (11.);;São Paulo (1.);?;Muricy Ramalho;41.745;0:2;;;Juvenal Juvêncio (2006-2014)
36;dom 19/11/06;16:00;;São Paulo (1.);;Atlético-PR (13.);4-4-2 duplo 6;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
37;dom 26/11/06;16:00;;São Paulo (1.);;Cruzeiro (8.);4-5-1;Muricy Ramalho;;2:0;;;Juvenal Juvêncio (2006-2014)
38;dom 03/12/06;16:00;;Paraná (5.);;São Paulo (1.);?;Muricy Ramalho;;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
1;qui 18/01/07;22:30;;Sertãozinho;;São Paulo;?;Muricy Ramalho;;1:3;;;Juvenal Juvêncio (2006-2014)
2;sex 19/01/07;18:00;;São Paulo;;Ituano;?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
3;qua 24/01/07;23:45;;Paulista;;São Paulo;?;Muricy Ramalho;;2:2;;;Juvenal Juvêncio (2006-2014)
4;dom 28/01/07;18:00;;Rio Claro;;São Paulo;?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
5;qui 01/02/07;22:30;;São Paulo;;Santo André;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
6;dom 04/02/07;20:10;;Noroeste;;São Paulo;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
7;qua 07/02/07;23:45;;São Paulo;;São Bento;?;Muricy Ramalho;;3:0;;;Juvenal Juvêncio (2006-2014)
8;dom 11/02/07;18:00;;São Paulo;;Corinthians;?;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;ter 13/02/07;21:45;;Audax Italiano;;São Paulo;?;Muricy Ramalho;3.413;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
9;sáb 17/02/07;20:10;;América-SP;;São Paulo;?;Muricy Ramalho;;2:4;;;Juvenal Juvêncio (2006-2014)
10;dom 25/02/07;19:10;;São Paulo;;Bragantino;?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;ter 27/02/07;20:00;;São Paulo;;Alianza Lima;?;Muricy Ramalho;19.722;4:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
11;sáb 03/03/07;19:10;;Juventus-SP;;São Paulo;?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
12;qui 08/03/07;21:30;;São Paulo;;Guaratinguetá;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
13;dom 11/03/07;17:00;;Santos;;São Paulo;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
14;sáb 17/03/07;17:00;;São Paulo;;Ponte Preta;?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;ter 20/03/07;20:00;;Necaxa;;São Paulo;?;Muricy Ramalho;24.000;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
15;dom 25/03/07;16:00;;São Caetano;;São Paulo;?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
16;qua 28/03/07;21:45;;São Paulo;;Rio Branco-SP;?;Muricy Ramalho;3.440;4:0;;;Juvenal Juvêncio (2006-2014)
17;dom 01/04/07;16:00;;São Paulo;;Palmeiras;?;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;ter 03/04/07;19:00;;São Paulo;;Necaxa;?;Muricy Ramalho;30.992;3:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
18;dom 08/04/07;18:10;;Barueri;;São Paulo;?;Muricy Ramalho;;0:5;;;Juvenal Juvêncio (2006-2014)
19;qua 11/04/07;21:45;;São Paulo;;Marília;?;Muricy Ramalho;;2:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;dom 15/04/07;16:00;;São Caetano;;São Paulo;?;Muricy Ramalho;15.993;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;ter 17/04/07;19:00;;Alianza Lima;;São Paulo;?;Muricy Ramalho;288;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
semifinais - Jogos de volta;sáb 21/04/07;18:10;;São Paulo;;São Caetano;?;Muricy Ramalho;44.534;1:4;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;ter 24/04/07;19:00;;São Paulo;;Audax Italiano;?;Muricy Ramalho;20.795;2:2;;;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;ter 01/05/07;19:00;;São Paulo;;Grêmio;?;Muricy Ramalho;33.387;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
1;qua 02/05/07;19:00;;São Paulo (1.);;Goiás (16.);;Muricy Ramalho;;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;ter 08/05/07;19:00;;Grêmio;;São Paulo;?;Muricy Ramalho;42.669;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
2;sáb 19/05/07;19:00;;Náutico (13.);;São Paulo (5.);;Muricy Ramalho;18.512;1:0;;;Juvenal Juvêncio (2006-2014)
3;sáb 26/05/07;19:00;;São Paulo (8.);;Palmeiras (4.);;Muricy Ramalho;20.873;0:0;;;Juvenal Juvêncio (2006-2014)
4;sáb 02/06/07;19:00;;Paraná (1.);;São Paulo (9.);?;Muricy Ramalho;10.795;0:1;;;Juvenal Juvêncio (2006-2014)
